from	to	TCGA-2Z-A9J5-01A	TCGA-2Z-A9JT-01A	TCGA-4A-A93X-01A
m01323c	m01865c	3.46053092195174	2.69856104808967	3.14100272627417
m01324l	m01959l	4.21119465701447	3.76200178797703	3.44045129937339
m01324l	m03110l	4.21119465701447	3.76200178797703	3.44045129937339
m01327c	m00356c	0.402591524370755	0.191480997053116	1.76769618728538
m01327c	m01327s	2.54763776190657	1.82581246460427	1.67954815397212
m01327r	m00356r	0.402591524370755	0.191480997053116	1.76769618728538
m01330c	m00357c	0.402591524370755	0.191480997053116	1.76769618728538
m01330r	m00357r	0.402591524370755	0.191480997053116	1.76769618728538
m01332c	m02475c	1.07983728887588	0.929974604608188	0.67596328905393
m01332c	m02578c	1.07983728887588	0.929974604608188	0.67596328905393
m01338r	m00399r	1.5099570360415	1.15314737474397	1.19315609366781
m01338r	m01339r	1.09886202212314	1.5665436694897	1.15532511994295
m01338r	m03106r	1.09886202212314	1.5665436694897	1.15532511994295
m01339c	m01285c	2.80117683591339	2.36254835000118	2.71925819702138
m01339c	m01339s	2.80117683591339	2.36254835000118	2.71925819702138
m01349c	m00184c	2.27361938616725	1.70678097416163	2.87675874127022
m01349c	m02681c	2.27361938616725	1.70678097416163	2.87675874127022
m01350c	m00184c	3.30981835632148	2.3828388239224	2.46122202858492
m01350c	m00209c	3.43399095691442	2.37703349549434	3.12727798061988
m01350c	m00210c	1.65490917816074	1.1914194119612	1.23061101429246
m01350l	m01285l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m01307l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m01365l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m01369l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m01370l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m01974l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m01975l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m01986l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02125l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02360l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02426l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02471l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02724l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02770l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02896l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m02993l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m03089l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m03101l	5.74273394411179	5.22743799284242	3.92065811882122
m01350l	m03135l	5.74273394411179	5.22743799284242	3.92065811882122
m01356c	m01357c	1.42899675535064	0.739868467821067	1.46185615924623
m01357c	m01285c	1.88610218101136	1.85155372010181	2.10631462746429
m01357c	m01422c	1.88610218101136	1.85155372010181	2.10631462746429
m01358l	m01285l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01307l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01365l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01369l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01370l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01628l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01974l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01975l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m01986l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02125l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02184l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02360l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02426l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02471l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02724l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02770l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02896l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m02993l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m03089l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m03101l	5.74273394411179	5.22743799284242	3.92065811882122
m01358l	m03135l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01285l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01307l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01365l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01369l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01370l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01628l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01974l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01975l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m01986l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02125l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02184l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02360l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02426l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02471l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02724l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02770l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02896l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m02993l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m03089l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m03101l	5.74273394411179	5.22743799284242	3.92065811882122
m01359l	m03135l	5.74273394411179	5.22743799284242	3.92065811882122
m01362c	m00270c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m00279c	1.02029612813073	0.650839586567346	0.893198444338491
m01362c	m00297c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m00309c	0.733020787447839	0.149545664980058	1.03778623538446
m01362c	m00354c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m00366c	1.02029612813073	0.650839586567346	0.893198444338491
m01362c	m00374c	1.03209427751185	0.992037913918401	0.470664559089076
m01362c	m00380c	2.07423766004414	1.58521962313258	0.116111957043926
m01362c	m00396c	0.519098030101597	0.331128912464088	0.45443429624239
m01362c	m00414c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m00426c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m00430c	0.519098030101597	0.331128912464088	0.45443429624239
m01362c	m01042c	3.53345860634711	3.29035383944594	2.73602557180527
m01362c	m01054c	1.02029612813073	0.650839586567346	0.893198444338491
m01362c	m01190c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m01209c	1.02029612813073	0.650839586567346	0.893198444338491
m01362c	m01213c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m01239c	0.501198098029128	0.319710674103258	0.438764148096101
m01362c	m01285c	2.79217205690509	1.85018426996818	1.75925130729964
m01362c	m01362s	2.79217205690509	1.85018426996818	1.75925130729964
m01362c	m02794c	1.03209427751185	0.992037913918401	0.470664559089076
m01362n	m00380n	2.07423766004414	1.58521962313258	0.116111957043926
m01362p	m00309p	0.733020787447839	0.149545664980058	1.03778623538446
m01362p	m00374p	1.03209427751185	0.992037913918401	0.470664559089076
m01362p	m00380p	2.07423766004414	1.58521962313258	0.116111957043926
m01362r	m00270r	0.629789917555111	0.38136643076604	0.743062798965174
m01362r	m00309r	0.733020787447839	0.149545664980058	1.03778623538446
m01362r	m00366r	0.501198098029128	0.319710674103258	0.438764148096101
m01362r	m00374r	1.03209427751185	0.992037913918401	0.470664559089076
m01362r	m00380r	2.07423766004414	1.58521962313258	0.116111957043926
m01362r	m01054r	0.501198098029128	0.319710674103258	0.438764148096101
m01362r	m01209r	0.501198098029128	0.319710674103258	0.438764148096101
m01362r	m02792r	1.03209427751185	0.992037913918401	0.470664559089076
m01362r	m02794r	1.03209427751185	0.992037913918401	0.470664559089076
m01362s	m01362c	6.80094378216757	6.75635511164508	4.98381922278798
m01362s	m02026s	2.59101614207812	2.50771390840096	2.00462648045218
m01362s	m02046s	2.59101614207812	2.50771390840096	2.00462648045218
m01362s	m02519c	2.26816480501119	2.4906052156661	1.60132426094645
m01363c	m01364c	1.38060243455233	1.07190519368499	1.02105335153605
m01363c	m02348c	1.38060243455233	1.07190519368499	1.02105335153605
m01363m	m01363c	1.86786743183915	1.29545683972447	1.96539712531874
m01363m	m01364m	4.26433185405952	4.0821046523365	4.17779226859621
m01363m	m02348m	6.13219928589867	5.37756149206097	6.14318939391495
m01363r	m01363c	4.06598386541363	2.19137348968327	3.57242962554198
m01363r	m01364r	4.70321223766271	4.7844250134471	4.84460644840618
m01363r	m02348r	8.76919610307634	6.97579850313037	8.41703607394816
m01364c	m00472c	1.59810940842488	1.41958486938122	2.52918096331373
m01364c	m00864c	2.02729239472741	1.62230835919174	2.16070539811187
m01364c	m01285c	2.66553192210608	2.71758928576242	2.69628686907174
m01364c	m01362c	3.52306448069198	2.8430532325579	4.0496759220578
m01364c	m01364p	2.66553192210608	2.71758928576242	2.69628686907174
m01364m	m00682m	4.63742991598913	3.75484703596936	4.17573221026376
m01364p	m00682p	3.10677422418224	2.74446000793594	2.9623408637705
m01364p	m01362p	2.28465583245903	2.05725428102735	2.49225615767314
m01364r	m01362r	1.73425127731126	1.44838920252172	1.84410054144021
m01364r	m01488r	2.01196620479113	1.97874880598003	1.95790483014981
m01365c	m01307c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m01365m	0.582230161937277	0.446698271519986	1.91728522265818
m01365c	m01365s	23.3497777487899	21.1298979197661	19.3038562195114
m01365c	m01366c	3.2205916560394	3.56194119489134	4.39884647621613
m01365c	m01369c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m01588c	1.42264457630207	1.30182989484403	2.04087967167094
m01365c	m01628c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m01975c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m01986c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m02036c	6.72702666085848	4.69444864387051	6.90424941878269
m01365c	m02125c	1.42264457630207	1.30182989484403	2.04087967167094
m01365c	m02136c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m02184c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m02340c	3.81003545971694	3.68322835875227	4.97937371997789
m01365c	m02360c	3.13850541630426	3.1820030246607	3.69633570675058
m01365c	m02426c	2.71819332571636	2.76337274347516	3.39573806223785
m01365c	m02471c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m02497c	0.221078457394032	0.176675232933231	0.157427614199919
m01365c	m02519c	16.3636506941673	14.4610354917589	9.78547914226073
m01365c	m02658c	8.91817395833038	6.82653287530056	10.9962813808464
m01365c	m02724c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m02770c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m02896c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m02993c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m03089c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m03101c	0.881676351857534	0.751935497806545	0.405942895700677
m01365c	m03121c	0.477387640201186	0.606905200826025	1.09250967906371
m01365c	m03135c	0.881676351857534	0.751935497806545	0.405942895700677
m01365l	m01365c	1.18989537773702	0.862892771606627	1.28678614100382
m01365m	m01303m	1.22626256231006	1.07283134260842	1.2090679228476
m01365m	m01365c	0.582230161937277	0.446698271519986	1.91728522265818
m01365m	m02658m	0.768502721169824	0.830254336586018	2.0511522903928
m01365m	m03121m	0.477387640201186	0.606905200826025	1.09250967906371
m01365s	m01307s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m01365c	46.5607198002282	24.9492546919279	60.2599955593875
m01365s	m01369s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m01442c	0.157595428525048	0.171097277663221	0.220737510783562
m01365s	m01628s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m01975s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m01986s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02136s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02184s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02360s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02471s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02519c	0.157595428525048	0.171097277663221	0.220737510783562
m01365s	m02724s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02770s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02896s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m02993s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m03089s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m03101s	2.87230827931427	1.51901962298368	3.6889640586073
m01365s	m03135s	2.87230827931427	1.51901962298368	3.6889640586073
m01368c	m01655c	0.0642971585512657	0.207965008372738	0.427106130519452
m01368c	m02617c	0.0642971585512657	0.207965008372738	0.427106130519452
m01368s	m01368c	4.23195592653414	1.8710137667242	5.29664060568479
m01368s	m01655s	2.43268947066705	1.41425825546065	0.699751687218805
m01368s	m01821s	2.43268947066705	1.41425825546065	0.699751687218805
m01368s	m02519c	4.23195592653414	1.8710137667242	5.29664060568479
m01369c	m01307c	2.27266351463609	2.53100938951061	2.94419015117953
m01369c	m01365c	2.87230827931427	1.51901962298368	3.6889640586073
m01369c	m01369s	64.1375036479618	54.9952680598856	90.9995041022963
m01369c	m01370c	2.8476342459045	2.29226371804503	1.43516167546967
m01369c	m01588c	2.87230827931427	1.51901962298368	3.6889640586073
m01369c	m01628c	3.89011433507271	4.0362184452006	5.9446352406301
m01369c	m01975c	4.2362763153827	4.38273368139212	6.62000659882073
m01369c	m01986c	3.38625737704868	3.15355418672554	5.71669611931214
m01369c	m02125c	2.87230827931427	1.51901962298368	3.6889640586073
m01369c	m02136c	2.84528915260414	2.60365978968805	4.08175934334188
m01369c	m02184c	2.84528915260414	2.60365978968805	4.08175934334188
m01369c	m02341c	5.47372552247533	4.63859356372206	6.3581434896866
m01369c	m02360c	2.84528915260414	2.60365978968805	4.08175934334188
m01369c	m02426c	2.87230827931427	1.51901962298368	3.6889640586073
m01369c	m02471c	3.38625737704868	3.15355418672554	5.71669611931214
m01369c	m02519c	21.4568237847794	21.4775698805394	23.0098186826246
m01369c	m02578c	2.8476342459045	2.29226371804503	1.43516167546967
m01369c	m02658c	2.87230827931427	1.51901962298368	3.6889640586073
m01369c	m02724c	3.25956878068338	2.60288977873139	3.1234767731711
m01369c	m02770c	2.84528915260414	2.60365978968805	4.08175934334188
m01369c	m02896c	4.2362763153827	4.38273368139212	6.62000659882073
m01369c	m02993c	4.2362763153827	4.38273368139212	6.62000659882073
m01369c	m03089c	3.80053700512792	3.15278417576887	4.75841354914136
m01369c	m03101c	2.84528915260414	2.60365978968805	4.08175934334188
m01369c	m03135c	2.84528915260414	2.60365978968805	4.08175934334188
m01369l	m01369c	1.18989537773702	0.862892771606627	1.28678614100382
m01369m	m01370m	2.8476342459045	2.29226371804503	1.43516167546967
m01369m	m02578m	2.8476342459045	2.29226371804503	1.43516167546967
m01369s	m01307s	4.2362763153827	4.38273368139212	6.62000659882073
m01369s	m01365s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m01369c	32.7247259468306	30.9092516718321	31.4165877541129
m01369s	m01588s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m01628s	2.27266351463609	2.53100938951061	2.94419015117953
m01369s	m01975s	2.27266351463609	2.53100938951061	2.94419015117953
m01369s	m01986s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02125s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02136s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02184s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02360s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02426s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02471s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02519c	28.7872914881408	27.2816706559174	25.1433666108135
m01369s	m02658s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02724s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02770s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m02896s	2.27266351463609	2.53100938951061	2.94419015117953
m01369s	m02993s	2.27266351463609	2.53100938951061	2.94419015117953
m01369s	m03089s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m03101s	0.881676351857534	0.751935497806545	0.405942895700677
m01369s	m03135s	0.881676351857534	0.751935497806545	0.405942895700677
m01370c	m01282c	2.21700213278457	1.53775556304114	2.1950611659232
m01370c	m01285c	2.72825286746245	1.95930499502109	3.81722103723089
m01370c	m01366c	5.87728364825235	6.29983952356234	4.84180582333013
m01370c	m01369c	3.02121957565001	2.52254863159719	2.21341023903624
m01370c	m01383c	0.0353973067781994	0.0164812565272889	0.0059288203212535
m01370c	m01862c	5.50092162170676	5.60413643564191	4.84810545319064
m01370c	m01974c	6.00280913329354	5.51231526221182	5.58675329598913
m01370c	m02342c	4.41256605157615	2.95425471385783	5.20835749785309
m01370c	m02578c	5.50092162170676	5.60413643564191	4.84810545319064
m01370c	m02633c	2.98158955764353	2.98976663061463	3.37334305695289
m01370c	m02872c	2.72825286746245	1.95930499502109	3.81722103723089
m01370l	m01370c	1.18989537773702	0.862892771606627	1.28678614100382
m01370m	m00918m	3.12150536397021	2.62902300367752	3.43944355313703
m01370m	m01370c	6.24301072794043	5.25804600735503	6.87888710627406
m01370m	m01974m	9.27076852888361	8.89902318082936	9.4127248684224
m01370m	m02532m	0.41421584356386	0.869734757839568	0.0693448331968056
m01370m	m02633m	6.1492631649134	6.27000017715184	5.97328131528537
m01370s	m01370c	3.72183576939139	2.64833585734016	3.10485670675472
m01370s	m02200s	1.45495457295806	1.03854550097593	1.20744952854309
m01370s	m02519c	3.72183576939139	2.64833585734016	3.10485670675472
m01373c	m01285c	2.79217205690509	1.85018426996818	1.75925130729964
m01373c	m01373s	2.79217205690509	1.85018426996818	1.75925130729964
m01373s	m01373c	1.94176283507826	1.75803598757802	1.37786848138935
m01374c	m01375c	0.774912882626976	0.475292817554946	0.332259198967475
m01374c	m01378c	0.774912882626976	0.475292817554946	0.332259198967475
m01374c	m01379c	0.774912882626976	0.475292817554946	0.332259198967475
m01375c	m00944c	3.13488164363172	2.63285588647661	2.52622675896782
m01377c	m01175c	3.13488164363172	2.63285588647661	2.52622675896782
m01377c	m01376c	0.774912882626976	0.475292817554946	0.332259198967475
m01378c	m01377c	6.12565528555579	5.70621417257733	7.9225491228244
m01382l	m02453l	2.58090018063442	2.10873682194524	2.69650587311425
m01382l	m02527l	2.58090018063442	2.10873682194524	2.69650587311425
m01383c	m01423c	0.100581201665117	0.0824165813436394	0.025730376363996
m01383s	m01383c	4.6080223291164	4.97082355141675	4.95258111453753
m01383s	m01442c	4.6080223291164	4.97082355141675	4.95258111453753
m01383s	m02519c	4.6080223291164	4.97082355141675	4.95258111453753
m01385c	m02832c	2.70352094498055	1.3378477640596	2.89910946187465
m01388c	m01285c	2.4150884712061	1.86467243331401	1.94339514814693
m01388c	m01389c	5.54388479607733	4.13664489236183	4.27101869024698
m01388c	m01965c	5.10576648928371	4.81007896335265	4.82551169458931
m01389c	m01845c	6.2202182783278	6.09229591419146	6.99016130946263
m01389c	m01968c	6.2202182783278	6.09229591419146	6.99016130946263
m01390c	m01323c	3.46053092195174	2.69856104808967	3.14100272627417
m01393c	m01708c	4.8568099452946	1.84014962271909	5.04137429641674
m01393c	m02471c	4.8568099452946	1.84014962271909	5.04137429641674
m01393s	m01393c	6.35460086531122	8.6128798009055	6.98655110597928
m01393s	m01442c	3.17730043265561	4.30643990045275	3.49327555298964
m01393s	m02519c	6.35460086531122	8.6128798009055	6.98655110597928
m01394c	m01393c	2.98086001325663	2.78334185907702	4.66964961731852
m01394m	m01393m	2.98086001325663	2.78334185907702	4.66964961731852
m01395c	m01285c	0.133109366389773	0.709679892724826	0.0608973256515761
m01395c	m01395s	0.133109366389773	0.709679892724826	0.0608973256515761
m01396r	m01397r	0.708949916455803	0.762802311638919	1.33747571587095
m01396r	m03106r	0.708949916455803	0.762802311638919	1.33747571587095
m01396s	m01396c	0.00787715022504696	0.035561787007582	0.183368792534953
m01396s	m01980s	0.00196928755626174	0.0088904467518955	0.0458421981337382
m01396s	m02026s	0.00196928755626174	0.0088904467518955	0.0458421981337382
m01396s	m02046s	0.00787715022504696	0.035561787007582	0.183368792534953
m01396s	m02900s	0.00196928755626174	0.0088904467518955	0.0458421981337382
m01396s	m02901s	0.00196928755626174	0.0088904467518955	0.0458421981337382
m01397c	m01285c	2.53176534561774	1.40474235019868	4.64925972692194
m01397c	m01397s	2.54589414137766	1.40474236019868	4.65690609378751
m01397r	m01285r	2.53176534561774	1.40474235019868	4.64925972692194
m01397r	m01397s	2.53176534561774	1.40474235019868	4.64925972692194
m01398c	m01285c	2.80117683591339	2.36254835000118	2.71925819702138
m01398c	m01398s	2.81530563167331	2.36254836000118	2.72690456388695
m01398r	m01285r	1.71238658109654	1.26937198709254	4.04803635452101
m01398r	m01398s	1.71238658109654	1.26937198709254	4.04803635452101
m01400c	m01401c	3.312657691629	2.47612459882252	3.98073248807931
m01400c	m02426c	3.312657691629	2.47612459882252	3.98073248807931
m01400n	m01401n	3.312657691629	2.47612459882252	3.98073248807931
m01400n	m02426n	3.312657691629	2.47612459882252	3.98073248807931
m01400s	m01401s	3.312657691629	2.47612459882252	3.98073248807931
m01400s	m02426s	3.312657691629	2.47612459882252	3.98073248807931
m01401c	m01402c	1.42899675535064	0.739868467821067	1.46185615924623
m01401s	m01285c	2.40684445830014	1.90119218528013	2.86796763562262
m01401s	m01401c	6.24745126128739	4.86223577965288	8.4227669419297
m01401s	m02519c	4.81368891660028	3.80238437056026	5.73593527124524
m01402c	m01357c	1.42899675535064	0.739868467821067	1.46185615924623
m01403c	m01405c	0.774912882626976	0.475292817554946	0.332259198967475
m01403c	m01407c	0.774912882626976	0.475292817554946	0.332259198967475
m01405c	m00571c	3.13488164363172	2.63285588647661	2.52622675896782
m01407c	m00724c	3.13488164363172	2.63285588647661	2.52622675896782
m01407c	m01406c	6.12565528555579	5.70621417257733	7.9225491228244
m01409c	m01411c	3.28753790155725	2.783513962066	3.12175445320314
m01410c	m01410s	9.47392765057091	6.22605685466536	6.35397470435382
m01410c	m01833c	2.36848191264273	1.55651421366634	1.58849367608845
m01410c	m02772c	2.36848191264273	1.55651421366634	1.58849367608845
m01410c	m02819c	2.36848191264273	1.55651421366634	1.58849367608845
m01410c	m02833c	2.36848191264273	1.55651421366634	1.58849367608845
m01410s	m00157s	2.36848191264273	1.55651421366634	1.58849367608845
m01410s	m00648s	2.36848191264273	1.55651421366634	1.58849367608845
m01410s	m01252s	2.36848191264273	1.55651421366634	1.58849367608845
m01410s	m01253s	2.36848191264273	1.55651421366634	1.58849367608845
m01410s	m01306s	2.36848191264273	1.55651421366634	1.58849367608845
m01410s	m01410c	16.1526543109346	11.0971212695761	10.9088305379201
m01410s	m02403s	2.36848191264273	1.55651421366634	1.58849367608845
m01411c	m00184c	3.06074250229054	2.44834408741811	3.64771924444021
m01411c	m00881c	3.06074250229054	2.44834408741811	3.64771924444021
m01412c	m01410c	2.59023951193954	2.58009870595713	2.73744297376406
m01412c	m02635c	1.38060243455233	1.07190519368499	1.02105335153605
m01412m	m01412c	2.14367579688144	1.61929428079234	2.22353602901024
m01412m	m01622m	3.30001109445381	2.8243170146318	3.55227366661376
m01412m	m02348m	2.14367579688144	1.61929428079234	2.22353602901024
m01412p	m01622p	3.10677422418224	2.74446000793594	2.9623408637705
m01415c	m00035c	0.344344905853804	0.323966255821414	4.63969664142712
m01415c	m00608c	1.68292003266813	1.78723675663281	1.79319388199599
m01415c	m01417c	2.28701072692903	1.84409620199085	2.27221251129184
m01415m	m00035m	0.344344905853804	0.323966255821414	4.63969664142712
m01415m	m00608m	1.68292003266813	1.78723675663281	1.79319388199599
m01415m	m01417m	2.28701072692903	1.84409620199085	2.27221251129184
m01416c	m00612c	1.68292003266813	1.78723675663281	1.79319388199599
m01416m	m00612m	1.68292003266813	1.78723675663281	1.79319388199599
m01417m	m01416m	0.344344905853804	0.323966255821414	4.63969664142712
m01419c	m01285c	1.93517388226724	1.38714746059146	1.70931847974579
m01419c	m01419s	1.93517388226724	1.38714746059146	1.70931847974579
m01422c	m01357c	1.88610218101136	1.85155372010181	2.10631462746429
m01422c	m02444c	1.88610218101136	1.85155372010181	2.10631462746429
m01423c	m01383c	3.37736407871441	3.13749141452524	3.19281917088345
m01423c	m02125c	3.37736407871441	3.13749141452524	3.19281917088345
m01425c	m00560c	2.01039971553337	1.80173359148148	2.98243989278628
m01425c	m01395c	2.01039971553337	1.80173359148148	2.98243989278628
m01425c	m02684c	2.01039971553337	1.80173359148148	2.98243989278628
m01426m	m01589m	4.05155544207925	3.81011038740963	3.89004160362656
m01426m	m02717m	2.94925512070466	2.31345718794981	2.76013118699113
m01427c	m02730c	2.85235331782963	3.04652674990392	2.72500891333753
m01427c	m02750c	5.5154857651666	5.52083534533849	5.47797306482901
m01427r	m02750r	5.5154857651666	5.52083534533849	5.47797306482901
m01428c	m00515c	1.68630066650207	0.984466987554212	1.89157277754714
m01428c	m02629c	1.68630066650207	0.984466987554212	1.89157277754714
m01428c	m02685c	1.68630066650207	0.984466987554212	1.89157277754714
m01428c	m02697c	1.68630066650207	0.984466987554212	1.89157277754714
m01430c	m00240c	1.58107235733543	1.12815747938688	1.50147459635031
m01430c	m01275c	2.2821765165177	2.09078803668741	2.53852698241218
m01430c	m01285c	2.94060949788076	2.89005285621039	2.17506556102162
m01430c	m01430g	2.30971536297878	1.56302856389622	3.44983041857596
m01430c	m01430r	2.41633004443706	2.18479798676064	3.14651033944345
m01430c	m01431c	2.94060949788076	2.89005285621039	2.17506556102162
m01430c	m01679c	1.49033190618396	2.18489031166483	3.32195740213009
m01430c	m01972c	4.6676747669686	4.08078336782579	5.59201006924664
m01430c	m02908c	1.58107235733543	1.12815747938688	1.50147459635031
m01430c	m02929c	2.2821765165177	2.09078803668741	2.53852698241218
m01430c	m03106c	6.15800667315256	6.26567367949062	8.91396747137673
m01430g	m00240g	1.58107235733543	1.12815747938688	1.50147459635031
m01430g	m01679g	1.49033190618396	2.18489031166483	3.32195740213009
m01430g	m02908g	1.58107235733543	1.12815747938688	1.50147459635031
m01430g	m03106g	1.49033190618396	2.18489031166483	3.32195740213009
m01430l	m01813l	5.94785813609933	5.38425473133758	6.53353603562091
m01430l	m02929l	5.94785813609933	5.38425473133758	6.53353603562091
m01430r	m01972r	4.6676747669686	4.08078336782579	5.59201006924664
m01430r	m03106r	4.6676747669686	4.08078336782579	5.59201006924664
m01431c	m01430c	1.87412776493663	1.64827763245249	1.98942012572022
m01432c	m01285c	2.79217205690509	1.85018426996818	1.75925130729964
m01432c	m01432s	2.79217205690509	1.85018426996818	1.75925130729964
m01432s	m01432c	1.94176283507826	1.75803598757802	1.37786848138935
m01433c	m01285c	1.93517388226724	1.38714746059146	1.70931847974579
m01433c	m01433s	1.93517388226724	1.38714746059146	1.70931847974579
m01434c	m01435c	1.78881320338072	1.39466403003618	2.20557538061759
m01435c	m01285c	1.71238658109654	1.26937198709254	4.04803635452101
m01435c	m01434c	2.007219825826	2.34834424245551	3.45503463280529
m01435c	m01435s	1.71238658109654	1.26937198709254	4.04803635452101
m01435c	m02681c	1e-08	1e-08	1e-08
