from	to	TCGA-2Z-A9J5-01A	TCGA-2Z-A9JT-01A	TCGA-4A-A93X-01A
m02842c	m01285c	2.19348555425657	2.39899983115061	2.93452752672891
m02842c	m01828c	2.19348555425657	2.39899983115061	2.93452752672891
m02844c	m02582c	4.12830725656567	4.74387179579931	4.50861167587637
m02844c	m02845c	3.51710573294216	2.86710812140827	2.54980116385202
m02845c	m01939c	1.90836944786757	1.6966545043572	2.60763716592523
m02845c	m02806c	2.09242872763446	1.78336706470223	2.09372598557491
m02845c	m02843c	4.44426465729932	3.85229275725158	3.82888290430594
m02845c	m02846c	2.67085433024104	2.44835376094866	2.79968114807187
m02845c	m02884c	1.90836944786757	1.6966545043572	2.60763716592523
m02845r	m02846r	2.67085433024104	2.44835376094866	2.79968114807187
m02847c	m03114c	1.002131147232	1.00499539490707	0.809719255678836
m02856m	m00663m	1.68983081398205	1.40910509419227	1.8211203521899
m02856m	m01701m	1.68983081398205	1.40910509419227	1.8211203521899
m02857m	m01701m	1.68983081398205	1.40910509419227	1.8211203521899
m02857m	m02180m	1.68983081398205	1.40910509419227	1.8211203521899
m02858m	m01701m	1.68983081398205	1.40910509419227	1.8211203521899
m02858m	m02189m	1.68983081398205	1.40910509419227	1.8211203521899
m02859c	m02851c	4.01145306954612	4.26547735529107	7.85998884580861
m02860c	m02852c	4.01145306954612	4.26547735529107	7.85998884580861
m02866c	m01974c	2.87622999598514	2.78599513113457	2.74262900543954
m02866c	m01986c	2.87622999598514	2.78599513113457	2.74262900543954
m02866c	m02867c	2.87622999598514	2.78599513113457	2.74262900543954
m02867c	m02548c	2.02729239472741	1.62230835919174	2.16070539811187
m02867c	m02579c	2.87622999598514	2.78599513113457	2.74262900543954
m02867c	m02865c	2.87622999598514	2.78599513113457	2.74262900543954
m02868m	m00631m	2.45790126102562	2.67973494819949	3.25147714343679
m02868m	m01974m	2.45790126102562	2.67973494819949	3.25147714343679
m02869m	m01261m	3.77981320114315	3.57540172413073	4.00030795458606
m02869m	m01701m	3.77981320114315	3.57540172413073	4.00030795458606
m02870c	m01116c	10.6060939938524	10.7316983952205	10.0478725742912
m02870c	m02923c	5.24039981432159	5.33863336425447	4.58813888923587
m02870c	m02926c	5.36569417953077	5.39306503096607	5.45973368505534
m02871c	m00649c	2.20825160696392	1.89761784816123	1.82996903281091
m02871c	m00650c	2.20825160696392	1.89761784816123	1.82996903281091
m02871c	m01280c	3.8221122296749	3.71134242601901	5.6849723343246
m02871c	m02036c	5.94274751939729	6.84868713284679	5.47394103336556
m02871c	m02133c	3.8221122296749	3.71134242601901	5.6849723343246
m02871c	m02871m	2.64853560435785	2.7869349242394	2.87175349610614
m02871c	m02877c	15.0178369539027	15.0098707093527	15.6908263599976
m02871c	m02880c	2.01005061621971	1.57901295594404	3.68519376490408
m02875c	m02603c	2.20825160696392	1.89761784816123	1.82996903281091
m02875c	m02871c	2.20825160696392	1.89761784816123	1.82996903281091
m02876c	m00231c	3.98298274766648	4.33475245896831	6.29630483818019
m02877c	m00195c	4.32964306589183	4.10405201909055	4.53736212508704
m02877c	m00209c	2.70801416046336	2.53909544580569	3.5446911621903
m02877c	m00211c	1.78427089046853	1.43329032218039	1.90356385257892
m02877c	m00212c	1.78427089046853	1.43329032218039	1.90356385257892
m02877c	m00213c	1.78427089046853	1.43329032218039	1.90356385257892
m02877c	m00536c	8.2901298892794	5.00936004123602	4.79086018535278
m02877c	m00659c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m00660c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m00821c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m00830c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m01011c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m01012c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m01098c	4.88947582977541	4.40435287468913	5.93234225043168
m02877c	m01115c	3.23411989772637	2.67734941236548	3.96403166837274
m02877c	m02137c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m02397c	2.18146166931205	1.86525742888344	2.38765108824138
m02877c	m02407c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m02460c	0.0484034087776311	1e-08	0.0263381034482035
m02877c	m02471c	4.88947582977541	4.40435287468913	5.93234225043168
m02877c	m02478c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m02600c	6.79739540193536	6.21478075800719	4.34156527651714
m02877c	m02601c	3.23411989772637	2.67734941236548	3.96403166837274
m02877c	m02603c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m02606c	2.12948655187265	1.95522073655703	1.4103817191519
m02877c	m02622c	2.20825160696392	1.89761784816123	1.82996903281091
m02877c	m02681c	4.88947582977541	4.40435287468913	5.93234225043168
m02877c	m02684c	4.05468760592385	4.61339902042617	4.23842330209332
m02877c	m02686c	4.05468760592385	4.61339902042617	4.23842330209332
m02877c	m02738c	6.79739540193536	6.21478075800719	4.34156527651714
m02877c	m02739c	6.79739540193536	6.21478075800719	4.34156527651714
m02877c	m02758c	4.05468760592385	4.61339902042617	4.23842330209332
m02877c	m02870c	2.71173938440562	2.33020640098216	3.93986789259337
m02877c	m02871c	85.6739836898245	75.9791561113906	72.1032911570845
m02877c	m03136c	2.20825160696392	1.89761784816123	1.82996903281091
m02877m	m00817m	3.02672238036712	2.63066724314214	3.24477713269513
m02877m	m01165m	4.30091740209319	4.77438938215911	4.34366183151882
m02877m	m02871m	13.0028977671853	12.8226587926828	13.7049695930152
m02877m	m02877c	2.64853560435785	2.7869349242394	2.87175349610614
m02877m	m03102m	3.02672238036712	2.63066724314214	3.24477713269513
m02877n	m00211n	1.84924808045032	1.45796660965414	1.95704842392256
m02877n	m00212n	1.84924808045032	1.45796660965414	1.95704842392256
m02877n	m01722n	0.938868421339501	0.564960218401583	0.798564292255871
m02877n	m02129n	1.84924808045032	1.45796660965414	1.95704842392256
m02877n	m02871n	6.48661266269046	4.93886004736401	6.66970956402354
m02877r	m00660r	2.20825160696392	1.89761784816123	1.82996903281091
m02877r	m02871r	2.20825160696392	1.89761784816123	1.82996903281091
m02878m	m01045m	4.05823768077024	3.80014189696516	2.70649822189172
m02878m	m01701m	4.05823768077024	3.80014189696516	2.70649822189172
m02878m	m02578m	4.05823768077024	3.80014189696516	2.70649822189172
m02879m	m01045m	4.05823768077024	3.80014189696516	2.70649822189172
m02879m	m01703m	4.05823768077024	3.80014189696516	2.70649822189172
m02879m	m02578m	4.05823768077024	3.80014189696516	2.70649822189172
m02880m	m01045m	1.46744094905513	1.77715753210953	2.3168045123923
m02880m	m01986m	1.46744094905513	1.77715753210953	2.3168045123923
m02880p	m01831p	1.60264465378315	1.51182462553353	4.07082102179885
m02880p	m01986p	1.60264465378315	1.51182462553353	4.07082102179885
m02881c	m01280c	3.8221122296749	3.71134242601901	5.6849723343246
m02881c	m02890c	3.8221122296749	3.71134242601901	5.6849723343246
m02882n	m01722n	0.938868421339501	0.564960218401583	0.798564292255871
m02882n	m02881n	0.938868421339501	0.564960218401583	0.798564292255871
m02884c	m01785c	6.70462455185541	6.59164856217723	7.48812040560309
m02884c	m01845c	6.70462455185541	6.59164856217723	7.48812040560309
m02885c	m01284c	4.00394596235394	2.83686039118663	1.69809271639467
m02885s	m02519c	7.12479676974158	5.83595438328218	9.43375098127446
m02885s	m02885c	7.12479676974158	5.83595438328218	9.43375098127446
m02886c	m02818c	0.286995595504007	0.206928393945283	0.368845550691486
m02886c	m02889c	0.286995595504007	0.206928393945283	0.368845550691486
m02887c	m02886c	2.93590468910762	2.85045368403256	3.95492013054144
m02888c	m00671c	0.926122527990776	0.479780622829462	2.14291641066383
m02888c	m02578c	0.926122527990776	0.479780622829462	2.14291641066383
m02888c	m02889c	0.926122527990776	0.479780622829462	2.14291641066383
m02888c	m02890c	0.0133288249534579	0.0201071168612835	0.00721251297543961
m02888c	m02896c	0.0133288249534579	0.0201071168612835	0.00721251297543961
m02891c	m00671c	0.926122527990776	0.479780622829462	2.14291641066383
m02891c	m02469c	0.926122527990776	0.479780622829462	2.14291641066383
m02891c	m02578c	0.926122527990776	0.479780622829462	2.14291641066383
m02891c	m02882c	2.65942223384703	1.65513450017869	3.47057848385846
m02891c	m02892c	2.00836027397925	1.51519866798034	2.12963646834363
m02895c	m02469c	0.286995595504007	0.206928393945283	0.368845550691486
m02895c	m02578c	0.286995595504007	0.206928393945283	0.368845550691486
m02895c	m02819c	0.286995595504007	0.206928393945283	0.368845550691486
m02896c	m00769c	2.74205942601057	1.98638210481696	3.51715559666008
m02896c	m01045c	5.29711724025464	5.0441831249419	6.015955304521
m02896c	m01307c	1.9265015343261	2.18449415331909	2.2688187929889
m02896c	m01365c	2.87230827931427	1.51901962298368	3.6889640586073
m02896c	m01369c	2.27266351463609	2.53100938951061	2.94419015117953
m02896c	m01513c	3.18579266251344	2.98719187086928	3.97302619996752
m02896c	m01588c	2.87230827931427	1.51901962298368	3.6889640586073
m02896c	m01628c	1.93983035927956	2.20460127018037	2.27603130596434
m02896c	m01629c	2.87230827931427	1.51901962298368	3.6889640586073
m02896c	m01654c	3.86155110961966	3.82155766277254	2.4029498724471
m02896c	m01797c	3.27126652597224	4.25637918903634	3.24937843626927
m02896c	m01975c	2.27266351463609	2.53100938951061	2.94419015117953
m02896c	m01986c	6.71976181655671	6.34601301978593	8.05683497619194
m02896c	m02125c	2.87230827931427	1.51901962298368	3.6889640586073
m02896c	m02136c	0.881676351857534	0.751935497806545	0.405942895700677
m02896c	m02184c	0.881676351857534	0.751935497806545	0.405942895700677
m02896c	m02349c	0.0133288249534579	0.0201071168612835	0.00721251297543961
m02896c	m02360c	0.881676351857534	0.751935497806545	0.405942895700677
m02896c	m02416c	4.8812455683204	5.15723025526085	5.01473100499961
m02896c	m02426c	2.87230827931427	1.51901962298368	3.6889640586073
m02896c	m02471c	1.42264457630207	1.30182989484403	2.04087967167094
m02896c	m02519c	20.7644998241594	20.7845394081564	21.6590759662433
m02896c	m02578c	3.86155110961966	3.82155766277254	2.4029498724471
m02896c	m02658c	2.87230827931427	1.51901962298368	3.6889640586073
m02896c	m02724c	0.881676351857534	0.751935497806545	0.405942895700677
m02896c	m02770c	0.881676351857534	0.751935497806545	0.405942895700677
m02896c	m02808c	6.45705918848568	7.24357105990562	7.22240463623679
m02896c	m02819c	3.86155110961966	3.82155766277254	2.4029498724471
m02896c	m02896m	3.17178910686309	2.98366584497339	2.97616756760664
m02896c	m02896s	45.8528007030315	37.3055543135845	58.4961261084519
m02896c	m02993c	3.89011433507271	4.0362184452006	5.9446352406301
m02896c	m03089c	3.38625737704868	3.15355418672554	5.71669611931214
m02896c	m03101c	2.84528915260414	2.60365978968805	4.08175934334188
m02896c	m03135c	2.84528915260414	2.60365978968805	4.08175934334188
m02896l	m02896c	1.18989537773702	0.862892771606627	1.28678614100382
m02896m	m01307m	0.531020373350288	0.353512355997471	0.606418027601048
m02896m	m02154m	0.531020373350288	0.353512355997471	0.606418027601048
m02896p	m01307p	0.531020373350288	0.353512355997471	0.606418027601048
m02896p	m02154p	0.531020373350288	0.353512355997471	0.606418027601048
m02896s	m01307s	3.89011433507271	4.0362184452006	5.9446352406301
m02896s	m01365s	0.881676351857534	0.751935497806545	0.405942895700677
m02896s	m01369s	4.2362763153827	4.38273368139212	6.62000659882073
m02896s	m01442c	0.157595428525048	0.171097277663221	0.220737510783562
m02896s	m01588s	0.881676351857534	0.751935497806545	0.405942895700677
m02896s	m01628s	3.89011433507271	4.0362184452006	5.9446352406301
m02896s	m01975s	4.69696472639995	5.04373697038359	6.20461391818382
m02896s	m01986s	3.84694578806593	3.81455747571701	5.30130343867522
m02896s	m02125s	0.881676351857534	0.751935497806545	0.405942895700677
m02896s	m02136s	3.38625737704868	3.15355418672554	5.71669611931214
m02896s	m02184s	3.38625737704868	3.15355418672554	5.71669611931214
m02896s	m02360s	3.38625737704868	3.15355418672554	5.71669611931214
m02896s	m02426s	3.37595684282936	2.1388669813358	3.75742595351208
m02896s	m02471s	3.38625737704868	3.15355418672554	5.71669611931214
m02896s	m02519c	35.9908055177579	33.4410088051743	41.6033959136457
m02896s	m02658s	0.881676351857534	0.751935497806545	0.405942895700677
m02896s	m02724s	3.38625737704868	3.15355418672554	5.71669611931214
m02896s	m02770s	3.38625737704868	3.15355418672554	5.71669611931214
m02896s	m02896c	60.9763607905954	57.1813586924557	84.0295172954047
m02896s	m02993s	1.9265015343261	2.18449415331909	2.2688187929889
m02896s	m03089s	1.42264457630207	1.30182989484403	2.04087967167094
m02896s	m03101s	1.42264457630207	1.30182989484403	2.04087967167094
m02896s	m03135s	1.42264457630207	1.30182989484403	2.04087967167094
m02897c	m01102c	4.37920118942659	3.92462559335292	5.58460456334005
m02897c	m02549c	0.229664640073179	0.231376131712334	0.0869460732814077
m02897c	m02578c	4.37920118942659	3.92462559335292	5.58460456334005
m02897c	m02897s	2.38371699998217	1.72292218090489	3.34542513242908
m02897s	m01980s	0.572513985692521	0.421951317961854	1.48796936424418
m02897s	m02026s	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02897s	m02046s	1.71951124463383	1.27474440063746	4.50975029086626
m02897s	m02897c	1.71951124463383	1.27474440063746	4.50975029086626
m02897s	m02900s	0.572513985692521	0.421951317961854	1.48796936424418
m02897s	m02901s	0.572513985692521	0.421951317961854	1.48796936424418
m02898c	m00194c	3.51474714406725	3.47835560188941	3.67773448168322
m02899m	m01701m	4.7391077247704	4.50502268443847	5.47620823563005
m02899m	m01977m	4.7391077247704	4.50502268443847	5.47620823563005
m02900c	m01260c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m01285c	2.62255419312277	1.79245329199313	1.32861082773533
m02900c	m01396c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m01435c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m01445c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m01736c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m01988c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m02000c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02004c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02046s	5.18019589702035	3.92202811618322	14.0335150520699
m02900c	m02402c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02617c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m02786c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02839c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02897c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m02900s	7.80275009014312	5.71448140817634	15.3621258798052
m02900c	m02950c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02951c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02952c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02962c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m02963c	0.572513985692521	0.421951317961854	1.48796936424418
m02900c	m02965c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02966c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m02998c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m03052c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02900c	m03129c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m01260c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m01285c	2.62255419312277	1.79245329199313	1.32861082773533
m02901c	m01396c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m01435c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m01445c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m01736c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m01988c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m02000c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02004c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02046s	5.18019589702035	3.92202811618322	14.0335150520699
m02901c	m02402c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02617c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m02786c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02839c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02897c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m02901s	7.80275009014312	5.71448140817634	15.3621258798052
m02901c	m02950c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02951c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02952c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02962c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m02963c	0.572513985692521	0.421951317961854	1.48796936424418
m02901c	m02965c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02966c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m02998c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m03052c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02901c	m03129c	0.00196928755626174	0.0088904467518955	0.0458421981337382
m02904c	m00744c	0.0674156957192489	0.0558285291465191	0.0742817297805514
m02904g	m00744g	0.00574373008993552	0.0173006474697151	0.0608514084759589
m02905g	m01711g	0.0674156957192489	0.0558285291465191	0.0742817297805514
m02905g	m02902g	1.27055475587803	2.35453518229153	3.26496460785134
m02905g	m02903g	1.27055475587803	2.35453518229153	3.26496460785134
m02908c	m01430c	2.64023586126569	2.36229683209785	2.15453571194527
m02908c	m02392c	1.98117272040468	1.66885929098908	1.93510396171093
m02908c	m02738c	2.64023586126569	2.36229683209785	2.15453571194527
m02908l	m01430l	2.64023586126569	2.36229683209785	2.15453571194527
m02908l	m02738l	2.64023586126569	2.36229683209785	2.15453571194527
m02910c	m00572c	1.65978616139784	1.30581324240183	2.15611193897866
m02912c	m01513c	2.24839497606893	1.76208101496418	1.70023884244975
m02912c	m01983c	0.357545221833194	0.0712508687955827	1.07232919236456
m02912c	m02738c	0.357545221833194	0.0712508687955827	1.07232919236456
m02912c	m02914c	2.24839497606893	1.76208101496418	1.70023884244975
m02913c	m01797c	2.24839497606893	1.76208101496418	1.70023884244975
m02913c	m02914c	2.24839497606893	1.76208101496418	1.70023884244975
m02914c	m00436c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00437c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00438c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00439c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00440c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00441c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00442c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00443c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00444c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00445c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00446c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00447c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00448c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00449c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00450c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00451c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00452c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00453c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00454c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00455c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00456c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00457c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00458c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00459c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00460c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00461c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00462c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00463c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00464c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00465c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00466c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00467c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00468c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00469c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00470c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00471c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00472c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00474c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00476c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00477c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00478c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00479c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00480c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00481c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00482c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00483c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00484c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00491c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00492c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00493c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00494c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00495c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00496c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00497c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00498c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00499c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00500c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00501c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m00502c	1.59810940842488	1.41958486938122	2.52918096331373
m02914c	m02914m	1.66969247506572	0.66633667535852	1.57605217568075
m02914m	m00475m	1.59810940842488	1.41958486938122	2.52918096331373
m02914m	m02717m	2.94925512070466	2.31345718794981	2.76013118699113
m02921c	m02578c	2.61965918097562	2.79343312256536	0.425039520796585
m02921c	m02920c	2.61965918097562	2.79343312256536	0.425039520796585
m02921p	m02578p	2.61965918097562	2.79343312256536	0.425039520796585
m02921p	m02920p	2.61965918097562	2.79343312256536	0.425039520796585
m02921s	m02578s	2.61965918097562	2.79343312256536	0.425039520796585
m02921s	m02920s	2.61965918097562	2.79343312256536	0.425039520796585
m02922c	m02578c	2.61965918097562	2.79343312256536	0.425039520796585
m02922c	m02920c	2.61965918097562	2.79343312256536	0.425039520796585
m02922p	m02578p	2.61965918097562	2.79343312256536	0.425039520796585
m02922p	m02920p	2.61965918097562	2.79343312256536	0.425039520796585
m02922s	m02578s	2.61965918097562	2.79343312256536	0.425039520796585
m02922s	m02920s	2.61965918097562	2.79343312256536	0.425039520796585
m02923c	m01116c	5.36569417953077	5.39306503096607	5.45973368505534
m02923c	m02578c	5.23931836195124	5.58686624513071	0.850079041593169
m02923c	m02921c	2.61965918097562	2.79343312256536	0.425039520796585
m02923c	m02922c	2.61965918097562	2.79343312256536	0.425039520796585
m02923c	m02923s	0.66513742237127	0.388413353224699	0.613129886655683
m02923c	m02926c	5.36569417953077	5.39306503096607	5.45973368505534
m02923p	m02578p	5.23931836195124	5.58686624513071	0.850079041593169
m02923p	m02921p	2.61965918097562	2.79343312256536	0.425039520796585
m02923p	m02922p	2.61965918097562	2.79343312256536	0.425039520796585
m02923s	m02578s	5.23931836195124	5.58686624513071	0.850079041593169
m02923s	m02921s	2.61965918097562	2.79343312256536	0.425039520796585
m02923s	m02922s	2.61965918097562	2.79343312256536	0.425039520796585
m02925c	m02578c	2.61965918097562	2.79343312256536	0.425039520796585
m02925c	m02924c	2.61965918097562	2.79343312256536	0.425039520796585
m02925p	m02578p	2.61965918097562	2.79343312256536	0.425039520796585
m02925p	m02924p	2.61965918097562	2.79343312256536	0.425039520796585
m02925s	m02578s	2.61965918097562	2.79343312256536	0.425039520796585
m02925s	m02924s	2.61965918097562	2.79343312256536	0.425039520796585
m02926c	m02578c	2.61965918097562	2.79343312256536	0.425039520796585
m02926c	m02925c	2.61965918097562	2.79343312256536	0.425039520796585
m02926c	m02926s	0.66513742237127	0.388413353224699	0.613129886655683
m02926p	m02578p	2.61965918097562	2.79343312256536	0.425039520796585
m02926p	m02925p	2.61965918097562	2.79343312256536	0.425039520796585
m02926s	m02578s	2.61965918097562	2.79343312256536	0.425039520796585
m02926s	m02925s	2.61965918097562	2.79343312256536	0.425039520796585
m02927c	m01285c	2.05027595660148	2.41513403184785	2.7044333581632
m02927c	m01699c	2.2821765165177	2.09078803668741	2.53852698241218
m02927c	m02928c	2.05027595660148	2.41513403184785	2.7044333581632
m02928c	m02927c	2.56083117650748	2.3119968945857	2.69454799321203
m02928r	m02927r	3.20405750414345	2.5823558196355	3.25299249396703
m02929c	m01285c	2.05027595660148	2.41513403184785	2.7044333581632
m02929c	m02930c	2.05027595660148	2.41513403184785	2.7044333581632
m02930c	m01798c	2.97401494431217	2.51280587899176	3.1124469784168
m02930c	m02116c	2.97401494431217	2.51280587899176	3.1124469784168
m02930c	m02929c	2.56083117650748	2.3119968945857	2.69454799321203
m02930r	m01798r	2.97401494431217	2.51280587899176	3.1124469784168
m02930r	m02674r	2.97401494431217	2.51280587899176	3.1124469784168
m02930r	m02929r	3.20405750414345	2.5823558196355	3.25299249396703
m02930s	m02929s	2.9500834703548	2.92104238873243	3.25249327521437
m02931c	m02738c	2.64023586126569	2.36229683209785	2.15453571194527
m02931c	m02929c	2.64023586126569	2.36229683209785	2.15453571194527
m02932c	m02336c	2.43498196811995	1.43860250872614	2.15651570097075
m02933c	m02932c	1.06853609433727	0.2619614380891	1.15606205434199
m02934m	m01701m	4.7391077247704	4.50502268443847	5.47620823563005
m02934m	m02944m	4.7391077247704	4.50502268443847	5.47620823563005
m02935c	m01511c	1.41389643997718	1.27299493167913	1.42266011597913
m02935l	m01285l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01307l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01365l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01369l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01370l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01628l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01974l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01975l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m01986l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02125l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02184l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02360l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02426l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02471l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02724l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02770l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02896l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m02993l	5.74273394411179	5.22743799284242	3.92065811882122
m02935l	m03089l	5.74273394411179	5.22743799284242	3.92065811882122
